,country,region,election_renewal,year,month,chamber_type,chamber_total_seats,women_total,women_perc,notes
271,Austria,EUR,Continuous Renewal,1993,,upper,60,13.0,0.2167,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
272,Austria,EUR,Continuous Renewal,1994,,upper,63,14.0,0.2222,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
273,Austria,EUR,Continuous Renewal,1995,,upper,63,14.0,0.2222,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
274,Austria,EUR,Continuous Renewal,1996,,upper,62,13.0,0.2097,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
275,Austria,EUR,Continuous Renewal,1997,,upper,64,13.0,0.2031,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
276,Austria,EUR,Continuous Renewal,1998,,upper,62,13.0,0.2097,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
277,Austria,EUR,Continuous Renewal,1999,,upper,63,9.0,0.1428,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
278,Austria,EUR,Continuous Renewal,2000,,upper,63,9.0,0.1428,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
279,Austria,EUR,Continuous Renewal,2001,,upper,63,9.0,0.1428,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
280,Austria,EUR,Continuous Renewal,2002,,upper,62,16.0,0.258,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
281,Austria,EUR,Continuous Renewal,2003,,upper,62,16.0,0.258,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
282,Austria,EUR,Continuous Renewal,2004,,upper,62,17.0,0.2742,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
283,Austria,EUR,Continuous Renewal,2005,,upper,62,16.0,0.258,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
284,Austria,EUR,Continuous Renewal,2006,,upper,61,18.0,0.2952,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
285,Austria,EUR,Continuous Renewal,2007,,upper,61,15.0,0.2458,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
286,Austria,EUR,Continuous Renewal,2008,,upper,62,18.0,0.2903,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
287,Austria,EUR,Continuous Renewal,2009,,upper,61,18.0,0.2952,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
288,Austria,EUR,Continuous Renewal,2010,,upper,62,18.0,0.2903,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
289,Austria,EUR,Continuous Renewal,2011,,upper,62,18.0,0.2903,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
290,Austria,EUR,Continuous Renewal,2014,,upper,62,18.0,0.2903,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
291,Austria,EUR,Continuous Renewal,2015,,upper,62,18.0,0.2903,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
292,Austria,EUR,Continuous Renewal,2016,,upper,61,18.0,0.2952,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
293,Austria,EUR,Continuous Renewal,2012,,upper,62,18.0,0.2903,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
294,Austria,EUR,Continuous Renewal,2013,January,upper,61,19.0,0.3115,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
295,Austria,EUR,Continuous Renewal,2013,October,upper,62,18.0,0.2903,
296,Austria,EUR,Continuous Renewal,2017,,upper,62,18.0,0.2903,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
297,Barbados,AME,Yes,2013,,upper,21,6.0,0.2856,
298,Barbados,AME,Yes,2018,May,lower,30,6.0,0.2,
299,Barbados,AME,Yes,2018,June,upper,21,8.0,0.3809,
300,Belarus,EUR,Yes,1990,,single,316,12.0,0.03796,The Soviet Supreme of the SSR of Belarus became the first legislature of Belarus after the country became independent on 25 August 1991. Belarus women were previously elected to the Supreme Soviet of the SSR of Belarus and to the Parliament of the USSR
301,Belarus,EUR,Yes,1996,,lower,110,5.0,0.04544,
302,Belarus,EUR,Yes,1997,,upper,61,19.0,0.3115,"The nominal number of seats is 64, but there are 3 vacancies. The President may appoint up to 8 members; only 5 were appointed."
303,Belarus,EUR,Yes,2000,,lower,97,10.0,0.1031,"The nominal number of seats is 110, but there were 13 vacancies. The elections face nation-wide boycotts and the opposition hardly participated. 13 constituencies did not hold elections."
304,Belarus,EUR,Yes,2000,,upper,62,18.0,0.2903,"The nominal number of seats is 64, but there are 2 vacancies. The President may appoint up to 8 members; only 6 were appointed."
305,Belarus,EUR,Yes,2004,,lower,107,31.0,0.2898,
306,Belarus,EUR,Yes,2004,November,lower,109,32.0,0.2935,
307,Belarus,EUR,Yes,2004,,upper,57,18.0,0.3157,"The nominal number of seats is 64, but there are 7 vacancies. The President may appoint up to 8 members; only 1 was appointed."
308,Belarus,EUR,Yes,2008,,lower,110,35.0,0.318,
309,Belarus,EUR,Yes,2008,,upper,56,19.0,0.3394,"The nominal number of seats is 64, but there are 7 vacancies. The President may appoint up to 8 members; only 1 was appointed."
310,Belarus,EUR,Yes,2012,,lower,110,29.0,0.2637,
311,Belarus,EUR,Yes,2016,,lower,110,30.0,0.2727,
312,Belarus,EUR,Yes,2016,,upper,58,19.0,0.3276,
313,Belarus,EUR,Yes,2012,September,upper,56,20.0,0.3572,
314,Belarus,EUR,Yes,2016,September,upper,110,38.0,0.3455,
315,Belgium,EUR,Yes,1946,,lower,202,3.0,0.014854,
316,Belgium,EUR,Yes,1946,,upper,167,5.0,0.02994,
317,Belgium,EUR,Yes,1949,,lower,212,5.0,0.02359,
318,Belgium,EUR,Yes,1949,,upper,175,7.0,0.04,
319,Belgium,EUR,Yes,1950,,lower,212,7.0,0.03302,
320,Belgium,EUR,Yes,1950,,upper,175,7.0,0.04,
321,Belgium,EUR,Yes,1954,,lower,212,9.0,0.04245,
322,Belgium,EUR,Yes,1954,,upper,175,6.0,0.03427,
323,Belgium,EUR,Yes,1958,,lower,212,9.0,0.04245,
324,Belgium,EUR,Yes,1958,,upper,175,6.0,0.03427,
325,Belgium,EUR,Yes,1961,,lower,212,11.0,0.05188,
326,Belgium,EUR,Yes,1961,,upper,175,3.0,0.01714,
327,Belgium,EUR,Yes,1965,,lower,212,7.0,0.03302,
328,Belgium,EUR,Yes,1965,,upper,178,2.0,0.01124,
329,Belgium,EUR,Yes,1968,,lower,212,8.0,0.03775,
330,Belgium,EUR,Yes,1968,,upper,178,0.0,0.0,
331,Belgium,EUR,Yes,1971,,lower,212,6.0,0.0283,
332,Belgium,EUR,Yes,1971,,upper,178,5.0,0.02809,
333,Belgium,EUR,Yes,1974,,lower,212,6.0,0.0283,
334,Belgium,EUR,Yes,1974,,upper,178,5.0,0.02809,
335,Belgium,EUR,Yes,1977,,lower,212,14.0,0.06604,
336,Belgium,EUR,Yes,1977,,upper,181,12.0,0.0663,
337,Belgium,EUR,Yes,1978,,lower,212,15.0,0.07074,
338,Belgium,EUR,Yes,1978,,upper,181,16.0,0.0884,
339,Belgium,EUR,Yes,1981,,lower,212,12.0,0.0566,
340,Belgium,EUR,Yes,1981,,upper,181,21.0,0.116,
341,Belgium,EUR,Yes,1985,,lower,212,16.0,0.0755,
342,Belgium,EUR,Yes,1985,,upper,184,22.0,0.11957,
343,Belgium,EUR,Yes,1987,,lower,212,18.0,0.0849,
344,Belgium,EUR,Yes,1987,,upper,184,15.0,0.08154,
345,Belgium,EUR,Yes,1991,,lower,212,20.0,0.09436,
346,Belgium,EUR,Yes,1991,,upper,184,20.0,0.1087,
347,Belgium,EUR,Yes,1995,,lower,150,18.0,0.12,
348,Belgium,EUR,Yes,1995,,upper,71,16.0,0.2253,
349,Belgium,EUR,Yes,1999,March,lower,150,35.0,0.2333,
350,Belgium,EUR,Yes,1999,July,lower,150,34.0,0.2267,
351,Belgium,EUR,Yes,1999,September,lower,150,35.0,0.2333,
352,Belgium,EUR,Yes,1999,March,upper,71,17.0,0.2394,
353,Belgium,EUR,Yes,1999,July,upper,71,20.0,0.2817,
354,Belgium,EUR,Yes,2003,,lower,150,53.0,0.3533,
355,Belgium,EUR,Yes,2003,,upper,71,23.0,0.324,
356,Belgium,EUR,Yes,2007,June,lower,150,53.0,0.3533,
357,Belgium,EUR,Yes,2007,June,upper,40,12.0,0.3,
358,Belgium,EUR,Yes,2007,July,upper,71,27.0,0.3804,"5 women were coopted, 7 women were designated by community councils"
359,Belgium,EUR,Yes,2010,,lower,150,59.0,0.3933,
360,Belgium,EUR,Yes,2010,,upper,71,27.0,0.3804,"directly elected 40; other 31: Other: 21 members are designated by the Community Parliaments and 10 members are co-opted. In addition, children of the King over 18 years old are ex officio Senators, at present totalling three."
361,Belgium,EUR,Yes,2014,,lower,150,59.0,0.3933,
362,Belgium,EUR,Yes,2014,,upper,50,27.0,0.54,"Indirectly elected: 50 senators of the federal entities designated by Community and Regional Parliaments 
Other: 10 senators - six Dutch-speaking and four French-speaking - co-opted by the senators of the federal entities based on the election results for the House of Representatives. 
The Senate shall not have more than two thirds of its members of the same sex. It shall therefore be composed of at least 20 men and at least 20 women Senators."
363,Belize,AME,Yes,1984,,lower,28,1.0,0.0357,First legislature of Belize after the country became independent on 21 September 1981. Lower house statutory number may be 29 or 30 depending on whether the Speaker was elected from inside or outside the house. Number of lower seats increased to 28.
364,Belize,AME,Yes,1984,,upper,10,3.0,0.3,"First legislature of Belize after the country became independent on 21 September 1981. Nine members appointed and a President who is elected from outside the Senate. 

"
365,Belize,AME,Yes,1989,,lower,29,0.0,0.0,
366,Belize,AME,Yes,1989,,upper,10,3.0,0.3,Nine members appointed and a President who is elected from outside the Senate.
367,Belize,AME,Yes,1993,,lower,29,1.0,0.0345,
368,Belize,AME,Yes,1993,,upper,10,3.0,0.3,Nine members appointed and a President who is elected from outside the Senate.
369,Belize,AME,Yes,1998,,lower,29,2.0,0.069,
370,Belize,AME,Yes,1998,,upper,8,3.0,0.375,Nine members appointed and a President who is elected from outside the Senate.
371,Belize,AME,Yes,2003,,lower,30,1.0,0.03333,29 Members appointed and a Speaker who is elected from outside the Senate
372,Belize,AME,Yes,2003,,upper,13,3.0,0.2307,Nine members appointed and a President who is elected from outside the Senate.
373,Belize,AME,Yes,2008,,lower,32,0.0,0.0,31 Members appointed and a Speaker who is elected from outside the Senate
374,Belize,AME,Yes,2008,February,upper,12,3.0,0.25,"Nine members appointed and a President who is elected from outside the Senate. 4 women members appointed, the speaker, elected from outside the Senate is also a woman."
375,Belize,AME,Yes,2008,April,upper,12,4.0,0.3333,
376,Belize,AME,Yes,2008,June,upper,13,5.0,0.3845,
377,Belize,AME,Yes,2012,March,lower,32,1.0,0.03125,directly elected 31; other 1. Other: the Speaker may be designated from outside parliament and becomes a member of parliament by virtue of holding the office of Speaker.
378,Belize,AME,Yes,2012,,upper,13,5.0,0.3845,Appointed members: Six members are appointed on the advice of the Prime Minister; three on the advice of the Leader of the Opposition; one on the advice of the Belize Council of Churches and the Evangelical Association of Churches; one on the advice of the Belize Chamber of Commerce and Industry and the Belize Business Bureau; and one on the advice of the National Trade Union Congress of Belize and the Civil Society Steering Committee. Other: the Speaker may be designated from outside the Senate and becomes a member of the Senate by virtue of holding the office of Speaker.
379,Belize,AME,Yes,2015,,lower,31,2.0,0.0645,
380,Belize,AME,Yes,2015,,upper,13,2.0,0.1538,
381,Benin,SUB-SAHARAN,Yes,1960,,single,?,,,First legislature of Dahomey after the country became independent on 1 August 1960.  The mandate of the Assembly was extended for 18 months on 3 February 1983;  the Assembly was dissolved following a coup d'Etat in October 1963.
382,Benin,SUB-SAHARAN,Yes,1964,,single,42,,,The Assembly was dissolved following a military coup d'Etat on 22 December 1965.
383,Benin,SUB-SAHARAN,Yes,1979,,single,336,28.0,0.0833,The Assembly elected in 1979 was called the National Revolutionary Assembly.
384,Benin,SUB-SAHARAN,Yes,1984,,single,196,8.0,0.0408,
385,Benin,SUB-SAHARAN,Yes,1989,,single,205,6.0,0.02927,The Assembly was dissolved on 1 March 1990 by the National Conference and replaced on a transitional basis by the High Council of the Republic.
386,Benin,SUB-SAHARAN,Yes,1991,,single,64,4.0,0.0625,
387,Benin,SUB-SAHARAN,Yes,1995,,single,64,5.0,0.0781,
388,Benin,SUB-SAHARAN,Yes,1999,,single,83,5.0,0.06024,
389,Benin,SUB-SAHARAN,Yes,2003,,single,83,6.0,0.07227,
390,Benin,SUB-SAHARAN,Yes,2007,March,single,83,9.0,0.10846,
391,Benin,SUB-SAHARAN,Yes,2011,,single,83,7.0,0.08435,"Parliamentary elections, initially called for 17 April 2011, were postponed to 30 April due to delays in the presidential elections and the registration of parliamentary candidates. "
392,Benin,SUB-SAHARAN,Yes,2015,,single,83,6.0,0.07227,
393,Bhutan,ASIA,Yes,1953,,single,150,0.0,0.0,"1953:  Establishment of the Tshogdu as the first legislature of the Kingdom of Bhutan. The members of the Tshogdu are elected for 3 years in individual constituencies at various dates depending on the expiry of their term.  The information is given by period depending on whether or not there were any women in the Tshogdu. Including 105 members directly elected by direct suffrage and 12 seats reserved for religious bodies; the remainder are occupied by dignitaries, ministers and members of the Royal Advisory Council."
394,Bhutan,ASIA,Yes,2007,,upper,15,3.0,0.2,First part of first Upper House elections.
395,Bhutan,ASIA,Yes,2008,,lower,47,4.0,0.0851,"First elections, elections for 15 of the 20 constituencies were held in December 2007"
396,Bhutan,ASIA,Yes,2008,,upper,25,6.0,0.24,Second part of first Upper House elections.
397,Bhutan,ASIA,Yes,2013,August,lower,47,3.0,0.06384,
398,Bhutan,ASIA,Yes,2013,,upper,25,2.0,0.08,"A total of 67 candidates stood for the second elections to the 25-member National Council. At stake were 20 seats; the five remaining seats being appointed by the King. All candidates ran as independents since, unlike the National Assembly, membership of the National Council is not party-based. Candidates' programmes included upholding democracy, ensuring good governance, peace and security or increasing Gross National Happiness (see note). Six of the 14 outgoing members were re-elected. Although three women had been elected to the previous legislature, none of the five women candidates were successful in 2013."
